iter	MultiClass
559	0.1206773638
560	0.1203951784
561	0.1202107631
562	0.1200796012
563	0.1197965798
564	0.1196950216
565	0.1194546936
566	0.1193150622
567	0.1190751129
568	0.1189087723
569	0.1185975443
570	0.1185365275
571	0.1184670504
572	0.1183095673
573	0.1180988779
574	0.1180440627
575	0.1178056962
576	0.1176506745
577	0.1174593463
578	0.1173238713
579	0.1171390842
580	0.1169374641
581	0.1168509389
582	0.1167840048
583	0.1166344435
584	0.1165520873
585	0.1164604833
586	0.116333264
587	0.1160963176
588	0.1159644061
589	0.1158515085
590	0.1156492337
591	0.1155559518
592	0.1153683393
593	0.1151680369
594	0.1149736119
595	0.114743086
596	0.1145683877
597	0.1144233231
598	0.1143692012
599	0.1142664182
600	0.1141969287
601	0.1139612548
602	0.1138033914
603	0.1136872927
604	0.1135883488
605	0.1133308493
606	0.1130459124
607	0.1129067188
608	0.112733424
609	0.1125193664
610	0.1123961856
611	0.1121188592
612	0.1119291551
613	0.1118344965
614	0.1115730002
615	0.1113922091
616	0.1112259469
617	0.1108859981
618	0.1107758998
619	0.1105957753
620	0.1104532064
621	0.1102102082
622	0.1100255958
623	0.109932426
624	0.109776225
625	0.1097012629
626	0.1094290451
627	0.1093853956
628	0.1092681621
629	0.1090007862
630	0.1088254836
631	0.1087190071
632	0.1085344948
633	0.1082582771
634	0.1081451408
635	0.107877167
636	0.1076540646
637	0.1074764161
638	0.1072927837
639	0.1069864291
640	0.1068371381
641	0.1067377453
642	0.1064939643
643	0.1062994783
644	0.1062050645
645	0.1060944428
646	0.1059346604
647	0.1056516243
648	0.1054880032
649	0.1052720284
650	0.1050409415
651	0.1047245751
652	0.1046755435
653	0.1045414873
654	0.1044105179
655	0.1041267775
656	0.1040509709
657	0.1040149541
658	0.1039133502
659	0.1037386207
660	0.1035435474
661	0.1033780139
662	0.1033319795
663	0.103193202
664	0.1029620716
665	0.1027992569
666	0.1026835383
667	0.1025589447
668	0.1025334593
669	0.1023794476
670	0.1022956315
671	0.1022200975
672	0.1020818521
673	0.1019562556
674	0.1018436803
675	0.1017176405
676	0.1015263183
677	0.1014505216
678	0.1012592184
679	0.1011681278
680	0.1009540916
681	0.1007479757
682	0.1007029841
683	0.1005905183
684	0.1003603537
685	0.1002160623
686	0.1000114231
687	0.09987600576
688	0.09977796914
689	0.0996787568
690	0.09953681638
691	0.09937740195
692	0.09917003488
693	0.09901361732
694	0.09895488756
695	0.09883243115
696	0.09873187105
697	0.09858297613
698	0.09837184272
699	0.0982282049
700	0.09810897581
701	0.09795539296
702	0.097849124
703	0.09764108134
704	0.09757811199
705	0.09743558937
706	0.09731771272
707	0.0971473906
708	0.09703814295
709	0.09693197284
710	0.09690875428
711	0.09677221185
712	0.09666252114
713	0.09655635281
714	0.09638631356
715	0.09615782931
716	0.09600528725
717	0.09589062669
718	0.09566153761
719	0.09559437372
720	0.09545724817
721	0.09532396839
722	0.09508387929
723	0.09489183737
724	0.09484434802
725	0.09473236973
726	0.09463903816
727	0.09445273829
728	0.09433493747
729	0.0942372539
730	0.09416144964
731	0.09408435347
732	0.0939042732
733	0.09381275655
734	0.09358983754
735	0.09344595366
736	0.09326661138
737	0.09311688846
738	0.09299880292
739	0.09287663145
740	0.09277947217
741	0.0926839107
742	0.09257426008
743	0.09238890416
744	0.09222106647
745	0.09215087001
746	0.09206837151
747	0.09201255767
748	0.09183625432
749	0.09177852502
750	0.0917313003
751	0.09156981168
752	0.09155588378
753	0.09143903791
754	0.0913195148
755	0.0912631866
756	0.09122321483
757	0.09112260563
758	0.0909469077
759	0.09082341128
760	0.09074569607
761	0.09061127445
762	0.09047251238
763	0.09040201821
764	0.09021224497
765	0.0901735011
766	0.09006428364
767	0.08995359628
768	0.0898978961
769	0.08971066984
770	0.08956522805
771	0.08940355017
772	0.0893358253
773	0.08918903867
774	0.08910569085
775	0.08901176366
776	0.08898299387
777	0.08890560185
778	0.08883852486
779	0.08877735499
780	0.08870928144
781	0.08862883421
782	0.08861624822
783	0.08848271287
784	0.08830099203
785	0.08821184128
786	0.0881000728
787	0.08792240864
788	0.08779775849
789	0.08767472715
790	0.08756414164
791	0.08742840326
792	0.08728458617
793	0.08716608844
794	0.08710397704
795	0.08697733385
796	0.08684493447
797	0.08675276296
798	0.08663374054
799	0.08655309787
800	0.08637461675
801	0.0862825299
802	0.0861724539
803	0.08598205479
804	0.08588437353
805	0.08584366443
806	0.08572520452
807	0.08567397127
808	0.08554984984
809	0.08543906943
810	0.08528452704
811	0.08513384074
812	0.08500995262
813	0.08490263647
814	0.08480789555
815	0.08465607732
816	0.08458945554
817	0.08452919313
818	0.08438979162
819	0.08432217197
820	0.0842447463
821	0.08417197597
822	0.08409235222
823	0.08389891053
824	0.08376640284
825	0.0836700202
826	0.08348334878
827	0.08334166913
828	0.08324267032
829	0.08316318918
830	0.08305927619
831	0.0830086051
832	0.08289618378
833	0.08279219059
834	0.08270383501
835	0.0826336933
836	0.08253306587
837	0.08238313534
838	0.08227813357
839	0.08218538426
840	0.08204941743
841	0.08190310046
842	0.08180699202
843	0.08171777257
844	0.08164401522
845	0.08161370393
846	0.08155489401
847	0.08142330703
848	0.08131188248
849	0.08120211988
850	0.08105984347
851	0.08097830987
852	0.08096740486
853	0.08087484683
854	0.08081252727
855	0.08064557426
856	0.080608847
857	0.08046202641
858	0.08036063934
859	0.08019030083
860	0.08009742216
861	0.0799260217
862	0.07978626737
863	0.07966256111
864	0.07954451449
865	0.07944845545
866	0.07935690935
867	0.07924796993
868	0.07917299548
869	0.07907829465
870	0.07899722609
871	0.07888826287
872	0.07871437335
873	0.07855498265
874	0.0783996381
875	0.07837371876
876	0.07832444247
877	0.07822084277
878	0.07803611422
879	0.07793097228
880	0.07776162158
881	0.07765968148
882	0.07750945558
883	0.07738196156
884	0.07732706995
885	0.077243428
886	0.07713887706
887	0.07695839768
888	0.07685155695
889	0.07677320365
890	0.07658898688
891	0.07654424758
892	0.07646473872
893	0.07633583214
894	0.07628745704
895	0.07622309274
896	0.0760786559
897	0.07603283478
898	0.07599792729
899	0.0759233522
900	0.07581859176
901	0.07569218964
902	0.0755732073
903	0.07546119495
904	0.0754121853
905	0.07533413846
906	0.07523193959
907	0.07512297944
908	0.07500712751
909	0.07492307351
910	0.07480157879
911	0.07471260428
912	0.07461842884
913	0.07453544222
914	0.07446530411
915	0.07434399566
916	0.07430651702
917	0.07426427403
918	0.07417225138
919	0.07406524274
920	0.07400112092
921	0.07393370907
922	0.07386159086
923	0.07377865194
924	0.07370233565
925	0.07363302331
926	0.07359427825
927	0.07353643916
928	0.07347452637
929	0.07341769651
930	0.07330343807
931	0.07319232484
932	0.07306753998
933	0.07297197083
934	0.07292307712
935	0.07282619734
936	0.07271323863
937	0.0726504273
938	0.07255661816
939	0.07248868977
940	0.07244886977
941	0.0723409327
942	0.07228320319
943	0.07210209486
944	0.07205628191
945	0.07191284649
946	0.07186656645
947	0.07175866891
948	0.07158263781
949	0.07152243765
950	0.07144526353
951	0.07134167103
952	0.07123869185
953	0.07114870667
954	0.07104909278
955	0.07095055053
956	0.07087333543
957	0.07074689494
958	0.07061143217
959	0.07056775688
960	0.07049703936
961	0.07042787199
962	0.07029394067
963	0.07020214405
964	0.07014158786
965	0.07008741049
966	0.07000529141
967	0.06989589684
968	0.0697912917
969	0.06975087009
970	0.06962491707
971	0.06961688996
972	0.06959240451
973	0.06950309402
974	0.06941557419
975	0.06935434079
976	0.06927081986
977	0.06922483474
978	0.06914860632
979	0.0690655404
980	0.06903662534
981	0.06893775601
982	0.06887235127
983	0.06877820148
984	0.06864951789
985	0.0685420153
986	0.06848398899
987	0.06838205467
988	0.06832626378
989	0.06826080968
990	0.06815027683
991	0.06808629043
992	0.06801678079
993	0.06794055367
994	0.06785996149
995	0.06782207973
996	0.06775609953
997	0.06767982997
998	0.06756140982
999	0.06745167511
